hash,human_adherence,human_readability,human_accuracy,human_overall,ai_adherence,ai_readability,ai_accuracy,ai_overall
79dadf34a785f471a8814133253171fff22e3206_resume.db,0.0,1.0,0.8,0.6,1.0,0.0,1.0,0.6666666666666666
ba8e31f5782ae5bbb59ea194cff30335402a0136_resume.db,0.0,0.7456923076923077,0.8,0.5152307692307693,1.0,0.6514615384615384,1.0,0.8838205128205128
ea8d64225e44356b2623fe15f1404697e14cf1cf_resume.db,0.0,0.7612307692307692,0.8,0.5204102564102564,1.0,0.7087692307692308,1.0,0.9029230769230768
c97d86c93ec35e3376533514835846a9d61e359d_resume.db,0.0,0.9226153846153846,0.8,0.5742051282051283,1.0,0.75,0.8,0.85
97f8781a9afb4a618593168ef387b06937785074_resume.db,0.0,0.860153846153846,1.0,0.620051282051282,1.0,0.6644615384615384,0.8,0.8214871794871795
33b5df4372a22d0aa01fea1e3716d47e3f5817e2_resume.db,0.0,0.7456923076923077,1.0,0.5818974358974359,1.0,0.4848461538461538,1.0,0.8282820512820512
e342c929c75844fb0039a0cb1d4fabccd4b949fe_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.7217692307692307,0.8,0.8405897435897436
724ac3c7af10891a1402e56fd4f33c3e336a9f24_resume.db,0.0,0.12615384615384614,0.6,0.24205128205128204,1.0,0.43815384615384617,1.0,0.8127179487179488
3f0e86db3d6535890bf99c0db1f2a750d3d51993_resume.db,0.0,1.0,0.8,0.6,1.0,0.75,1.0,0.9166666666666666
4990b3c9a4c18d962d1304ba90e80857f3dd51e1_resume.db,0.0,1.0,0.2,0.39999999999999997,1.0,0.75,1.0,0.9166666666666666
10b8a79fbc47438f62f1f44522b01a0f497e0c69_resume.db,0.0,0.6544615384615384,1.0,0.5514871794871795,1.0,0.4458461538461539,1.0,0.8152820512820513
48bd006c662617bbc0b605cc9917beffe04faceb_resume.db,0.0,0.9903076923076923,1.0,0.6634358974358975,1.0,0.7188461538461539,1.0,0.9062820512820512
5070928e3c30ac5966a782cd2be6e50a77b9b7a2_resume.db,0.0,1.0,0.6,0.5333333333333333,1.0,0.6905384615384615,1.0,0.896846153846154
7f6340ab5db2409e6559ae46ffa32900de4d22d3_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.6527692307692308,1.0,0.8842564102564102
fe94f095ec42bd3d6110d95a809ee52330338168_resume.db,0.0,0.1416923076923077,1.0,0.3805641025641026,1.0,0.75,0.8,0.85
96a81a6e6a863d7afc5906c5a80baa2f06a822ef_resume.db,0.0,0.7144615384615385,1.0,0.5714871794871795,1.0,0.6033076923076923,1.0,0.8677692307692307
c8a64ded737406b8e6d1b7cf5510681ac2200d5d_resume.db,0.0,0.1416923076923077,0.8,0.3138974358974359,1.0,0.5863846153846153,1.0,0.862128205128205
d81ff95b38bb4d30802ef871033326624f0c1672_resume.db,0.0,1.0,0.6,0.5333333333333333,1.0,0.6072307692307692,0.8,0.8024102564102563
5174657abb53f1570e5f8b75e5ee88e7745b847a_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.5525384615384615,1.0,0.8508461538461538
d68f72ab97c30e82e84e5bed27cd60e21079145a_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.4848461538461538,1.0,0.8282820512820512
a9b7ba5b06a0c4cbcbed6e322fc7f3ab8e52b5b5_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.6943846153846154,1.0,0.8981282051282052
5be2a9c3532c7a0037ec6aec08489888f13d266f_resume.db,0.0,0.4696923076923077,0.8,0.42323076923076924,1.0,0.674923076923077,0.4,0.6916410256410256
edf64e5638625e489d42c2f208aa433d6bdb8a37_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.5069999999999999,0.8,0.769
79ea6d2f395907c9afe4177a0bb0f719def9b153_resume.db,0.0,1.0,0.6,0.5333333333333333,1.0,0.75,1.0,0.9166666666666666
7d3352d4de269c541ff18e0ea6ce0e2b0b9256a8_resume.db,0.0,0.9903076923076923,1.0,0.6634358974358975,1.0,0.6465384615384615,0.2,0.6155128205128205
0f96633aaa1bbcb4d7e39b6766f51c1ee0481d15_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.5760000000000001,1.0,0.8586666666666667
e2051a03d5e76af3267bb7e22e6ea6c3e0caebf6_resume.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.9166666666666666
83a7ae4a6c74aab4f79dfed12ae0436394a30146_resume.db,0.0,0.1416923076923077,1.0,0.3805641025641026,1.0,0.7451538461538462,1.0,0.9150512820512821
74263e355492b6c186060d292f24ba8c935f5f51_openai-kotlin.db,1.0,0.7451538461538462,1.0,0.9150512820512821,1.0,0.549923076923077,1.0,0.849974358974359
2c1d6296276ff8ae5d24d8f20e74488d238d3603_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.4746923076923077,1.0,0.8248974358974359
3b9d91c294c311f610c77a590c8b33fb0b764ca4_openai-kotlin.db,1.0,0.8728461538461538,1.0,0.9576153846153845,1.0,0.7022307692307692,1.0,0.9007435897435897
fac44c1e6b693d3375db71bf7d8bf7cca895cab4_openai-kotlin.db,1.0,0.7583076923076923,1.0,0.9194358974358975,1.0,0.49530769230769234,0.8,0.765102564102564
30a727bf40e5297dfde52551f4687cc62bce6ff2_openai-kotlin.db,1.0,0.27392307692307694,0.8,0.6913076923076923,1.0,0.5957692307692308,1.0,0.8652564102564103
acc51f628b8e4ea7ea6c94075c0d5d317b890714_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.7186153846153847,1.0,0.9062051282051282
1c046f34b8cb39a84c1e43cd9771dbbc27a9b530_openai-kotlin.db,0.0,1.0,0.6,0.5333333333333333,1.0,0.6905384615384615,1.0,0.896846153846154
bbf5fd78cef4a7eaf498053e5af10eaacc6d7767_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.75,0.8,0.85
1483b3bb80d0c78b1e8dea1a61e16978180380b1_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
fa761b15e51e2a6c5bbb17a12a5640ee5ee8722f_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
bf9b5fc09037a109dd5eae7b5169180ecb7ae024_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.602,1.0,0.8673333333333333
51c3e9ace1e8e4b9b39ed9d9b4a816421d80ef9d_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.36253846153846153,0.2,0.5208461538461538
f4b412fc55967d3656e3f0a6ae32f4ff4928df2d_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.573076923076923,1.0,0.8576923076923076
b225476855ffacb17f77b523a92e0d4977282cb8_openai-kotlin.db,1.0,0.6384615384615384,0.8,0.8128205128205129,1.0,0.6990769230769232,0.2,0.6330256410256411
bcf0c46a97b4c9f3aacba7e4daffcbb40cef7048_openai-kotlin.db,1.0,1.0,0.6,0.8666666666666667,1.0,0.7477692307692307,0.6,0.7825897435897436
3c54b63174c72439f015f55e43655a021e36bd11_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.40830769230769226,1.0,0.8027692307692308
a26e925f989c2f8353d9cda867c98433fdb2d8d2_openai-kotlin.db,1.0,0.7113076923076923,0.8,0.8371025641025641,1.0,0.75,1.0,0.9166666666666666
6bf7fdc54f16d20518b3ad92235ca964f672d844_openai-kotlin.db,1.0,0.32084615384615384,1.0,0.7736153846153847,1.0,0.12346153846153847,1.0,0.7078205128205127
0e7cb20842a80ee9ef9975184ef25db019858f1e_openai-kotlin.db,0.0,1.0,0.6,0.5333333333333333,1.0,0.5369230769230768,1.0,0.8456410256410255
37e75a7a41d901e370b912903492c02408caa2b1_openai-kotlin.db,0.0,0.9226153846153846,1.0,0.6408717948717949,1.0,0.75,1.0,0.9166666666666666
e89d6f3c4dac24248781d4525384712e916d51ed_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.6693846153846155,1.0,0.8897948717948717
3e1258e1f4bb48f921f21f91a5422d20fe195ff7_openai-kotlin.db,1.0,0.7451538461538462,1.0,0.9150512820512821,1.0,0.6397692307692308,0.2,0.6132564102564102
8f912b76f79cbb1a0523e341870a7118d91b5918_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.558,1.0,0.8526666666666666
015f40e0c841f8de157d492697c3f6a2a8344498_openai-kotlin.db,1.0,0.7113076923076923,0.6,0.7704358974358975,1.0,0.7084615384615385,1.0,0.9028205128205128
50ce44b57d3cc01f7bf4d63dd1cbdc26b3000eab_openai-kotlin.db,1.0,0.0,0.6,0.5333333333333333,1.0,0.75,0.2,0.65
759e8b7b78d87e74b2411e00eac50b274968ca19_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.6723076923076923,1.0,0.8907692307692306
83e53fc3d4c71a817ca99d8496e4b292e449a7dc_openai-kotlin.db,1.0,0.6203076923076923,1.0,0.8734358974358974,1.0,0.6631538461538462,1.0,0.8877179487179486
ad346dee0a7b401784eef64af706e44d53d4f210_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.75,1.0,0.9166666666666666
43395e89d4e000a6480491cb79dd2534099cb379_openai-kotlin.db,0.0,0.5478461538461539,1.0,0.515948717948718,1.0,0.75,1.0,0.9166666666666666
69d404f3410b5ad7a380f731d2f44ebc7f7fafed_openai-kotlin.db,1.0,0.6384615384615384,0.8,0.8128205128205129,1.0,0.5,1.0,0.8333333333333334
1aaf1c25463f7a1314124bfd93fbc825f7a2bf16_openai-kotlin.db,1.0,0.5,1.0,0.8333333333333334,1.0,0.3130769230769231,1.0,0.771025641025641
960dda265aa10053fde880061105a6ec51e5ea64_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.5837692307692308,0.6,0.7279230769230769
07169bcf691de73096e4ac15096cf4102cc62d9f_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
420ae48b828ac6ce5079aa3bb7a14e616d59cd23_openai-kotlin.db,1.0,0.5,1.0,0.8333333333333334,1.0,0.75,1.0,0.9166666666666666
df3973016597e3d708bf44330154d7b093a8be53_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
3cf9cc4f8aeaf60a651876fa979780b736dc30b3_openai-kotlin.db,1.0,0.07084615384615385,0.6,0.5569487179487179,1.0,0.30223076923076925,1.0,0.7674102564102565
ed80f5064b5b672d42274ad1c89c3f6df524635e_openai-kotlin.db,1.0,0.7113076923076923,0.8,0.8371025641025641,1.0,0.6384615384615384,1.0,0.8794871794871795
2f450bd9686bf8d3b9573b3418740daa14f98a35_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.25,1.0,0.75
ba9eb39db8c359925da185b9569ac672c541f3e9_openai-kotlin.db,1.0,0.5083076923076923,0.8,0.7694358974358974,1.0,0.5834615384615385,1.0,0.861153846153846
eb56ac8da533fbbbb8463e7d7e38a0a2d27a8ad4_openai-kotlin.db,0.0,0.9226153846153846,1.0,0.6408717948717949,1.0,0.75,1.0,0.9166666666666666
6223d334401e3d2552ebd6772b69ee1fd0bc21c6_openai-kotlin.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.4860769230769231,1.0,0.8286923076923077
07d54c2fd2fb3f3455c5cfaef8f940a28b80f2a2_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.75,1.0,0.9166666666666666
325359b8e27c053ee7311310f156585305fa8bc0_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.46923076923076923,1.0,0.8230769230769232
8aaf2770f5efa87cb7983b93479b925d987bf52c_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.49369230769230765,1.0,0.8312307692307691
94672038fd672a3ceb32005e5549e2cfb9bffe2b_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.572076923076923,1.0,0.8573589743589743
4a8a5c66889a3aeb040b2444f8137f3ba5e668c0_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.6905384615384615,1.0,0.896846153846154
4deb5a5372eb6d1774728f72c5c837f24cff1830_openai-kotlin.db,1.0,0.0,1.0,0.6666666666666666,1.0,0.22184615384615383,1.0,0.7406153846153846
d384314ac819fe28e56633a5aabb2a77a38697bc_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
311268d6f4d43d7d7966126aed54c2f9564fbcb4_openai-kotlin.db,1.0,0.7113076923076923,1.0,0.9037692307692308,1.0,0.75,1.0,0.9166666666666666
a8959232e074c5df59cbcfa3e5591a8f2adab395_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.75,1.0,0.9166666666666666
50295a1c81cb3819fb5e158c7193ddd1e6f2a768_openai-kotlin.db,1.0,0.7113076923076923,0.8,0.8371025641025641,1.0,0.572076923076923,1.0,0.8573589743589743
fcadcd7e1a370a02099fbb0cd0cc376275787e2e_openai-kotlin.db,0.0,0.5478461538461539,0.8,0.4492820512820513,1.0,0.75,1.0,0.9166666666666666
adb61dfa1db5f5da7d17476243fdfded26887c20_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
931b74c1cac1bfb17d8e0592b9cad80809555150_openai-kotlin.db,1.0,0.5083076923076923,1.0,0.8361025641025641,1.0,0.6738461538461539,1.0,0.8912820512820513
9a832729795afc5d85022522d8fa2f258392e62d_openai-kotlin.db,0.0,0.5478461538461539,0.8,0.4492820512820513,1.0,0.5,1.0,0.8333333333333334
1b6a313d3e7bc985d46accc8cba66188f444065d_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
0b0e42cbbc1feb1ed09b685645b34b0f669430e1_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.6787692307692308,1.0,0.8929230769230769
483e39c4dd1c9785fa487f340c487dbdf39506f7_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,0.6,0.7833333333333333
d93aa9f8eba718cba5b200dcdb289deb179f6a23_openai-kotlin.db,1.0,0.5160769230769231,0.6,0.7053589743589743,1.0,0.75,0.8,0.85
173c2724557959b5bda5453b3f0867f127c1635c_openai-kotlin.db,1.0,0.6956923076923076,1.0,0.8985641025641025,1.0,0.5,1.0,0.8333333333333334
0a39cd99f38cb12478c04ef958ec0bfa8228f8ee_openai-kotlin.db,1.0,0.5,1.0,0.8333333333333334,1.0,0.75,1.0,0.9166666666666666
c4715fbf1f1b27b1a635bc32b7e621cceb452247_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.7477692307692307,1.0,0.915923076923077
368ed84f14ba77a7a2a7d99bc918a92267275dfc_openai-kotlin.db,1.0,0.2660769230769231,1.0,0.7553589743589745,1.0,0.4002307692307693,1.0,0.8000769230769231
ec129291c7a214f7a99d73fb678905c5d402bbfd_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.48738461538461536,0.2,0.5624615384615385
0345e536f66cd3405a96878a1f2b2a112ea537f3_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.7282307692307692,1.0,0.9094102564102564
21bd895e9f72ec5b3004e9b2d2444d12c731ffbe_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,0.8,0.85
94ce8098769eff10f89fc37447b2cf282231b2b3_openai-kotlin.db,0.0,0.5478461538461539,1.0,0.515948717948718,1.0,0.75,1.0,0.9166666666666666
7c2191302f95876bbd9aa4070cbbb63105617926_openai-kotlin.db,0.0,0.9226153846153846,1.0,0.6408717948717949,1.0,0.75,1.0,0.9166666666666666
94189a1851facbf8a874593afb72bcf5b6d95e50_openai-kotlin.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.7217692307692307,1.0,0.9072564102564101
628daa3dc193d3247d8401c5b663d5882f0c8a75_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.36515384615384616,1.0,0.7883846153846154
95731343d56ba18b04fd809a6d349f54916d2055_openai-kotlin.db,1.0,0.0,1.0,0.6666666666666666,1.0,0.6136923076923078,0.6,0.7378974358974358
a3789e8ca471145454892ee89b221c626cef4efe_openai-kotlin.db,1.0,0.32084615384615384,0.6,0.6402820512820512,1.0,0.75,1.0,0.9166666666666666
1cbd4a722c807ef5a701022952788e8d8558ca02_openai-kotlin.db,1.0,0.7113076923076923,0.8,0.8371025641025641,1.0,0.6228461538461538,1.0,0.8742820512820512
b6603fbc8dcd72da2044165671dd1586f1d0853f_openai-kotlin.db,1.0,0.680076923076923,1.0,0.8933589743589744,1.0,0.5642307692307693,1.0,0.8547435897435897
b19fb355b74a3147469208700e082d70570c747c_openai-kotlin.db,1.0,0.7113076923076923,1.0,0.9037692307692308,1.0,0.6121538461538462,0.2,0.6040512820512821
eb625541992c313a49fe25cba7a71f40351e7fb7_openai-kotlin.db,1.0,0.5,0.8,0.7666666666666666,1.0,0.75,1.0,0.9166666666666666
e00d8946544b4e83093cec16e7063e79805d8c63_openai-kotlin.db,1.0,0.25,0.8,0.6833333333333332,1.0,0.4916153846153846,1.0,0.8305384615384614
06bc366ca8380b438ec9b23aca3ad35eef993696_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
6136d7d8575fb6ca61eb4fc841e3cf5f22b8e6f0_openai-kotlin.db,1.0,0.680076923076923,1.0,0.8933589743589744,1.0,0.75,1.0,0.9166666666666666
40b17bdcf6fa7219f50b8bfc68c929a85367321e_openai-kotlin.db,0.0,0.5009230769230769,1.0,0.5003076923076923,1.0,0.6254615384615385,1.0,0.8751538461538462
2c2b193904cf7aa8c7b0b6c4189a453242841b7d_openai-kotlin.db,1.0,0.7113076923076923,1.0,0.9037692307692308,1.0,0.6173076923076923,0.4,0.6724358974358974
7eb8263683b4ea6168a8668c87ae0deb6df81ab0_openai-kotlin.db,0.0,1.0,1.0,0.6666666666666666,1.0,0.75,1.0,0.9166666666666666
e1aaf5573cf5ecf74efb178b9ba1d0f20f9f2f41_openai-kotlin.db,1.0,0.3130769230769231,0.8,0.7043589743589743,1.0,0.75,0.4,0.7166666666666667
397f8093003edef13923a5bdcf354848237bd17d_openai-kotlin.db,1.0,1.0,1.0,1.0,1.0,0.6644615384615384,1.0,0.8881538461538462
f3f8e80701e769bdc7c1a3274ced30ca0e2d041d_openai-kotlin.db,1.0,0.6384615384615384,0.8,0.8128205128205129,1.0,0.4718461538461538,1.0,0.8239487179487179
95d405b179226875cb50d15e4de1c6cdbcbf7c4c_openai-kotlin.db,1.0,0.0,1.0,0.6666666666666666,1.0,0.5124615384615385,1.0,0.8374871794871795
e93b7fd68de882b353bec4769bdbe903b1743a2f_openai-kotlin.db,1.0,0.5837692307692308,1.0,0.8612564102564102,1.0,0.3183076923076923,1.0,0.7727692307692308
a574aabdf0517594f44439a389e8da36e5031b09_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.46669230769230774,1.0,0.8222307692307692
a5a63820501b93f820ac54a7c1da7395577dc319_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.75,1.0,0.9166666666666666
201b2b8c57ff62564e8641bcf224a52f24599b06_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.75,0.6,0.7833333333333333
4877c37663a56f491a5c8c7d98807bb43a9b7221_openai-kotlin.db,1.0,0.5,1.0,0.8333333333333334,1.0,0.44569230769230767,1.0,0.8152307692307691
98f42a6cdd9091b7a933c201e0b1ac3a10ef5b24_openai-kotlin.db,1.0,0.7373846153846153,1.0,0.9124615384615384,1.0,0.700923076923077,1.0,0.9003076923076924
0610a6cda0d75bd161eb4bea487950c8b27f062c_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.7139230769230769,1.0,0.9046410256410257
07f45bf8e0b3cb817ed25792fc25ed3160ca0426_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.75,1.0,0.9166666666666666
48b4d424bd0752a47cdf9c66575f5e3f1562fdb6_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.6566923076923077,0.2,0.6188974358974358
10935848b1c9e033e39b63462991d34500b70f6f_openai-kotlin.db,1.0,0.6384615384615384,1.0,0.8794871794871795,1.0,0.75,1.0,0.9166666666666666
2037b7d135ba18b274eaf8eb6287f17fc74b563a_openai-kotlin.db,1.0,0.07084615384615385,1.0,0.6902820512820513,1.0,0.75,1.0,0.9166666666666666
d1593c3ad64bef367c66c9222a6552f33cac969d_openai-kotlin.db,1.0,0.75,0.8,0.85,1.0,0.5421538461538462,1.0,0.8473846153846155
ef0f847fa204fc36af6854651534a68da198ade8_openai-kotlin.db,1.0,0.7113076923076923,1.0,0.9037692307692308,1.0,0.75,1.0,0.9166666666666666
cf20979198cae401880ea8ef9c93eafd1d48781a_openai-kotlin.db,1.0,0.75,0.6,0.7833333333333333,1.0,0.3000769230769231,1.0,0.7666923076923077
138306654674794c6833d0aa92514adfcd1acd1a_openai-kotlin.db,1.0,0.75,1.0,0.9166666666666666,1.0,0.2896153846153846,1.0,0.7632051282051281
